Generation,a,b,af,bf,as,bs,e
20.0,2.0,20.261618478970483,4.48998910370114,19.307936133829383,2.1980668871567257,35.60545081564882,2.707585303661697
21.0,2.2348166574170394,16.42490416512686,4.429918022837374,16.606025498152388,2.943339258552782,37.10477816422792,2.6899793987275005
21.0,2.4131588297528337,14.047711755835312,4.484878489689213,20.479207554610966,2.684054913814756,38.94128106373543,2.7864660104011874
21.0,2.08391451928768,20.428569550187557,4.3440185070258694,19.86230151345623,2.0,40.0,2.8266735477257923
21.0,2.0,20.261618478970483,4.48998910370114,19.307936133829383,2.1980668871567257,35.60545081564882,2.707585303661697
22.0,2.376787382073084,15.549560219066953,4.444003039314203,19.68869637667617,2.01635438271934,37.92873601871415,2.6076170987070357
22.0,2.2348166574170394,16.42490416512686,4.429918022837374,16.606025498152388,2.943339258552782,37.10477816422792,2.6899793987275005
22.0,2.0,20.261618478970483,4.48998910370114,19.307936133829383,2.1980668871567257,35.60545081564882,2.707585303661697
22.0,2.2810436475008755,20.724876972319834,4.3109427642290825,18.802624858644233,2.114954073034874,40.0,2.9383949333728494
23.0,2.376787382073084,15.549560219066953,4.444003039314203,19.68869637667617,2.01635438271934,37.92873601871415,2.6076170987070357
23.0,2.486627636823707,14.17080399334923,4.488343341707499,19.458916162530425,2.093999131953482,34.63799556934783,2.6600232986077543
23.0,2.4622707590209116,12.282735367368169,4.242916119938847,25.81234882245584,2.8768869096370775,37.17009603083806,2.6947612880868834
23.0,2.0,20.261618478970483,4.48998910370114,19.307936133829383,2.1980668871567257,35.60545081564882,2.707585303661697
24.0,2.1885805918547234,15.713278298099775,4.36832954379768,25.024643980470227,2.120279350248161,34.48698614172567,2.5955009723647704
24.0,2.0,18.91522177274479,4.517410280250375,18.3155323079967,2.0,33.61389448822276,2.607498358087741
24.0,2.4622707590209116,12.282735367368169,4.242916119938847,25.81234882245584,2.8768869096370775,37.17009603083806,2.6947612880868834
24.0,2.486627636823707,14.17080399334923,4.488343341707499,19.458916162530425,2.093999131953482,34.63799556934783,2.6600232986077543
25.0,2.1885805918547234,15.713278298099775,4.36832954379768,25.024643980470227,2.120279350248161,34.48698614172567,2.5955009723647704
25.0,2.0,18.91522177274479,4.517410280250375,18.3155323079967,2.0,33.61389448822276,2.607498358087741
25.0,2.6520857147269314,13.552440146464301,4.525607092716594,16.337554034545146,2.0,32.77138218259825,2.7182297107399687
25.0,2.486627636823707,14.17080399334923,4.488343341707499,19.458916162530425,2.093999131953482,34.63799556934783,2.6600232986077543
26.0,2.1885805918547234,15.713278298099775,4.36832954379768,25.024643980470227,2.120279350248161,34.48698614172567,2.5955009723647704
26.0,2.0671143876737235,16.05956676136674,4.266463531606272,24.86891865285256,2.079993883308424,35.01162871807882,2.638426773354082
26.0,2.0,18.91522177274479,4.517410280250375,18.3155323079967,2.0,33.61389448822276,2.607498358087741
26.0,2.633603531344577,16.383382633462666,4.6438087805364185,24.722482773423234,2.030546663897922,32.30943534516735,3.3823638583381377
27.0,2.1885805918547234,15.713278298099775,4.36832954379768,25.024643980470227,2.120279350248161,34.48698614172567,2.5955009723647704
27.0,2.0966716846030526,17.93228589771319,4.308295940813471,17.762050101999446,2.1349377417403006,34.45274308885985,2.641401627401546
27.0,2.384484862940807,17.654858317443523,4.440862723826797,26.643706838671854,2.0,33.622523876719356,2.931055158218569
27.0,2.0,17.77678221994459,4.651924021622366,20.754932999250194,2.0,32.51129985370331,2.903893638639312
28.0,2.12650399712129,15.732292756219802,4.372132286522473,23.27481935660118,2.0,31.375913697685135,2.5492031598594873
28.0,2.0966716846030526,17.93228589771319,4.308295940813471,17.762050101999446,2.1349377417403006,34.45274308885985,2.641401627401546
28.0,2.1885805918547234,15.713278298099775,4.36832954379768,25.024643980470227,2.120279350248161,34.48698614172567,2.5955009723647704
28.0,2.154379941758305,17.285007438239013,4.557790816074011,22.66361117507121,2.1366177479446944,34.32463196892272,2.8505109411264518
29.0,2.12650399712129,15.732292756219802,4.372132286522473,23.27481935660118,2.0,31.375913697685135,2.5492031598594873
29.0,2.0966716846030526,17.93228589771319,4.308295940813471,17.762050101999446,2.1349377417403006,34.45274308885985,2.641401627401546
29.0,2.2661385711632835,13.652425022808568,4.130571044648392,23.97972106628159,2.0,32.42544360127998,2.8632744851634357
29.0,2.1885805918547234,15.713278298099775,4.36832954379768,25.024643980470227,2.120279350248161,34.48698614172567,2.5955009723647704
